2025-06-26 12:05:56,268 - 
+--------------------+------------+-----------+---------------------+------------------------------+----------------------+----------------------------------+-----------------------+
|     frr_value      | size_value | pdi_value | prob. marginale_frr | p_condizionata_size_dato_frr |      p_empirica      | p_condizionata_pdi_dato_size_frr |  prob. fattorizzata   |
|        10.0        |     M      |    HDM    |       0.0037        |             0.0              |         0.0          |        0.4386949293433084        |          0.0          |
|        10.0        |     M      |    MD     |       0.0037        |             0.0              |         0.0          |       0.24625935162094761        |          0.0          |
|        10.0        |     M      |    PLD    |       0.0037        |             0.0              |         0.0          |        0.3156691604322527        |          0.0          |
|        10.0        |     S      |    HDM    |       0.0037        |             1.0              |         0.0          |        0.1057142857142857        | 0.0003911428571428571 |
|        10.0        |     S      |    MD     |       0.0037        |             1.0              | 0.003703703703703704 |        0.4522077922077922        | 0.0016731688311688313 |
|        10.0        |     S      |    PLD    |       0.0037        |             1.0              |         0.0          |        0.4425974025974026        | 0.0016376103896103896 |
|        23.0        |     L      |    HDM    |       0.0444        |             0.0              |         0.0          |               0.0                |          0.0          |
|        23.0        |     L      |    MD     |       0.0444        |             0.0              |         0.0          |        0.0277569392348087        |          0.0          |
|        23.0        |     L      |    PLD    |       0.0444        |             0.0              |         0.0          |        0.9722430607651912        |          0.0          |
|        23.0        |     M      |    HDM    |       0.0444        |             0.25             |         0.0          |        0.4386949293433084        | 0.004869513715710723  |
|        23.0        |     M      |    MD     |       0.0444        |             0.25             |         0.0          |       0.24625935162094761        | 0.0027334788029925185 |
|        23.0        |     M      |    PLD    |       0.0444        |             0.25             | 0.011111111111111112 |        0.3156691604322527        | 0.0035039276807980048 |
|        23.0        |     S      |    HDM    |       0.0444        |             0.75             |         0.0          |        0.1057142857142857        | 0.0035202857142857145 |
|        23.0        |     S      |    MD     |       0.0444        |             0.75             | 0.003703703703703704 |        0.4522077922077922        | 0.015058519480519483  |
|        23.0        |     S      |    PLD    |       0.0444        |             0.75             | 0.02962962962962963  |        0.4425974025974026        | 0.014738493506493509  |
|        50.0        |     L      |    HDM    |       0.0999        |     0.22222222222222224      |         0.0          |               0.0                |          0.0          |
|        50.0        |     L      |    MD     |       0.0999        |     0.22222222222222224      |         0.0          |        0.0277569392348087        | 0.0006162040510127532 |
|        50.0        |     L      |    PLD    |       0.0999        |     0.22222222222222224      | 0.022222222222222223 |        0.9722430607651912        | 0.021583795948987246  |
|        50.0        |     M      |    HDM    |       0.0999        |     0.48148148148148145      |         0.0          |        0.4386949293433084        | 0.021101226101413132  |
|        50.0        |     M      |    MD     |       0.0999        |     0.48148148148148145      | 0.007407407407407408 |       0.24625935162094761        |  0.01184507481296758  |
|        50.0        |     M      |    PLD    |       0.0999        |     0.48148148148148145      | 0.040740740740740744 |        0.3156691604322527        | 0.015183686616791352  |
|        50.0        |     S      |    HDM    |       0.0999        |      0.2962962962962963      |         0.0          |        0.1057142857142857        | 0.003129142857142857  |
|        50.0        |     S      |    MD     |       0.0999        |      0.2962962962962963      | 0.007407407407407408 |        0.4522077922077922        | 0.013385350649350649  |
|        50.0        |     S      |    PLD    |       0.0999        |      0.2962962962962963      | 0.018518518518518517 |        0.4425974025974026        | 0.013100883116883117  |
+--------------------+------------+-----------+---------------------+------------------------------+----------------------+----------------------------------+-----------------------+
2025-06-26 12:12:04,862 - 
+--------------------+------------+-----------+---------------------+------------------------------+----------------------+----------------------------------+-----------------------+
|     frr_value      | size_value | pdi_value | prob. marginale_frr | p_condizionata_size_dato_frr |      p_empirica      | p_condizionata_pdi_dato_size_frr |  prob. fattorizzata   |
+--------------------+------------+-----------+---------------------+------------------------------+----------------------+----------------------------------+-----------------------+
|        1.0         |     L      |    HDM    |       0.0666        |     0.16666666666666666      |         0.0          |               0.0                |          0.0          |
|        1.0         |     L      |    MD     |       0.0666        |     0.16666666666666666      |         0.0          |        0.0277569392348087        | 0.0003081020255063766 |
|        1.0         |     L      |    PLD    |       0.0666        |     0.16666666666666666      | 0.011111111111111112 |        0.9722430607651912        | 0.010791897974493623  |
|        1.0         |     M      |    HDM    |       0.0666        |      0.7222222222222221      |         0.0          |        0.4386949293433084        | 0.021101226101413132  |
|        1.0         |     M      |    MD     |       0.0666        |      0.7222222222222221      | 0.011111111111111112 |       0.24625935162094761        |  0.01184507481296758  |
|        1.0         |     M      |    PLD    |       0.0666        |      0.7222222222222221      | 0.022222222222222223 |        0.3156691604322527        | 0.015183686616791352  |
|        1.0         |     S      |    HDM    |       0.0666        |      0.1111111111111111      |         0.0          |        0.1057142857142857        | 0.0007822857142857142 |
|        1.0         |     S      |    MD     |       0.0666        |      0.1111111111111111      | 0.007407407407407408 |        0.4522077922077922        | 0.0033463376623376626 |
|        1.0         |     S      |    PLD    |       0.0666        |      0.1111111111111111      |         0.0          |        0.4425974025974026        | 0.003275220779220779  |
|        1.6         |     L      |    HDM    |       0.0444        |     0.41666666666666663      |         0.0          |               0.0                |          0.0          |
|        1.6         |     L      |    MD     |       0.0444        |     0.41666666666666663      | 0.003703703703703704 |        0.0277569392348087        | 0.000513503375843961  |
|        1.6         |     L      |    PLD    |       0.0444        |     0.41666666666666663      | 0.014814814814814815 |        0.9722430607651912        | 0.017986496624156037  |
|        1.6         |     M      |    HDM    |       0.0444        |             0.5              |         0.0          |        0.4386949293433084        | 0.009739027431421446  |
|        1.6         |     M      |    MD     |       0.0444        |             0.5              | 0.011111111111111112 |       0.24625935162094761        | 0.005466957605985037  |
|        1.6         |     M      |    PLD    |       0.0444        |             0.5              | 0.011111111111111112 |        0.3156691604322527        | 0.0070078553615960095 |
|        1.6         |     S      |    HDM    |       0.0444        |     0.08333333333333333      |         0.0          |        0.1057142857142857        | 0.0003911428571428571 |
|        1.6         |     S      |    MD     |       0.0444        |     0.08333333333333333      | 0.003703703703703704 |        0.4522077922077922        | 0.0016731688311688313 |
|        1.6         |     S      |    PLD    |       0.0444        |     0.08333333333333333      |         0.0          |        0.4425974025974026        | 0.0016376103896103896 |
|       1.727        |     L      |    HDM    |       0.0111        |             0.0              |         0.0          |               0.0                |          0.0          |
|       1.727        |     L      |    MD     |       0.0111        |             0.0              |         0.0          |        0.0277569392348087        |          0.0          |
|       1.727        |     L      |    PLD    |       0.0111        |             0.0              |         0.0          |        0.9722430607651912        |          0.0          |
|       1.727        |     M      |    HDM    |       0.0111        |             0.0              |         0.0          |        0.4386949293433084        |          0.0          |
|       1.727        |     M      |    MD     |       0.0111        |             0.0              |         0.0          |       0.24625935162094761        |          0.0          |
|       1.727        |     M      |    PLD    |       0.0111        |             0.0              |         0.0          |        0.3156691604322527        |          0.0          |
|       1.727        |     S      |    HDM    |       0.0111        |             1.0              |         0.0          |        0.1057142857142857        | 0.0011734285714285714 |
|       1.727        |     S      |    MD     |       0.0111        |             1.0              | 0.011111111111111112 |        0.4522077922077922        | 0.005019506493506494  |
|       1.727        |     S      |    PLD    |       0.0111        |             1.0              |         0.0          |        0.4425974025974026        | 0.004912831168831169  |
| 1.8107928849972788 |     L      |    HDM    |        0.037        |             0.4              |         0.0          |               0.0                |          0.0          |
| 1.8107928849972788 |     L      |    MD     |        0.037        |             0.4              |         0.0          |        0.0277569392348087        | 0.0004108027006751688 |
| 1.8107928849972788 |     L      |    PLD    |        0.037        |             0.4              | 0.014814814814814815 |        0.9722430607651912        |  0.01438919729932483  |
| 1.8107928849972788 |     M      |    HDM    |        0.037        |      0.6000000000000001      |         0.0          |        0.4386949293433084        | 0.009739027431421446  |
| 1.8107928849972788 |     M      |    MD     |        0.037        |      0.6000000000000001      |         0.0          |       0.24625935162094761        | 0.005466957605985037  |
| 1.8107928849972788 |     M      |    PLD    |        0.037        |      0.6000000000000001      |         0.0          |        0.3156691604322527        | 0.0070078553615960095 |
| 1.8107928849972788 |     S      |    HDM    |        0.037        |             0.0              |         0.0          |        0.1057142857142857        |          0.0          |
| 1.8107928849972788 |     S      |    MD     |        0.037        |             0.0              |         0.0          |        0.4522077922077922        |          0.0          |
| 1.8107928849972788 |     S      |    PLD    |        0.037        |             0.0              |         0.0          |        0.4425974025974026        |          0.0          |
|        2.0         |     L      |    HDM    |       0.0444        |             0.0              |         0.0          |               0.0                |          0.0          |
|        2.0         |     L      |    MD     |       0.0444        |             0.0              |         0.0          |        0.0277569392348087        |          0.0          |
|        2.0         |     L      |    PLD    |       0.0444        |             0.0              |         0.0          |        0.9722430607651912        |          0.0          |
|        2.0         |     M      |    HDM    |       0.0444        |     0.16666666666666666      |         0.0          |        0.4386949293433084        | 0.0032463424771404822 |
|        2.0         |     M      |    MD     |       0.0444        |     0.16666666666666666      |         0.0          |       0.24625935162094761        | 0.0018223192019950125 |
|        2.0         |     M      |    PLD    |       0.0444        |     0.16666666666666666      | 0.007407407407407408 |        0.3156691604322527        |  0.00233595178719867  |
|        2.0         |     S      |    HDM    |       0.0444        |      0.8333333333333333      |         0.0          |        0.1057142857142857        | 0.003911428571428571  |
|        2.0         |     S      |    MD     |       0.0444        |      0.8333333333333333      | 0.022222222222222223 |        0.4522077922077922        | 0.016731688311688312  |
|        2.0         |     S      |    PLD    |       0.0444        |      0.8333333333333333      | 0.014814814814814815 |        0.4425974025974026        | 0.016376103896103895  |
|        3.0         |     L      |    HDM    |        0.363        |     0.15316804407713497      |         0.0          |               0.0                |          0.0          |
|        3.0         |     L      |    MD     |        0.363        |     0.15316804407713497      |         0.0          |        0.0277569392348087        | 0.0015432858214553635 |
|        3.0         |     L      |    PLD    |        0.363        |     0.15316804407713497      | 0.05555555555555555  |        0.9722430607651912        |  0.05405671417854462  |
|        3.0         |     M      |    HDM    |        0.363        |      0.6019283746556474      |         0.0          |        0.4386949293433084        |  0.09585484206151289  |
|        3.0         |     M      |    MD     |        0.363        |      0.6019283746556474      | 0.07037037037037037  |       0.24625935162094761        |  0.05380766832917706  |
|        3.0         |     M      |    PLD    |        0.363        |      0.6019283746556474      | 0.040740740740740744 |        0.3156691604322527        |  0.06897371155444722  |
|        3.0         |     S      |    HDM    |        0.363        |     0.24490358126721765      |         0.0          |        0.1057142857142857        |       0.009398        |
|        3.0         |     S      |    MD     |        0.363        |     0.24490358126721765      | 0.05185185185185185  |        0.4522077922077922        |  0.04020127272727273  |
|        3.0         |     S      |    PLD    |        0.363        |     0.24490358126721765      | 0.025925925925925925 |        0.4425974025974026        |  0.03934690909090909  |
| 3.467368504525317  |     L      |    HDM    |       0.0111        |             0.0              |         0.0          |               0.0                |          0.0          |
| 3.467368504525317  |     L      |    MD     |       0.0111        |             0.0              |         0.0          |        0.0277569392348087        |          0.0          |
| 3.467368504525317  |     L      |    PLD    |       0.0111        |             0.0              |         0.0          |        0.9722430607651912        |          0.0          |
| 3.467368504525317  |     M      |    HDM    |       0.0111        |      0.3333333333333333      |         0.0          |        0.4386949293433084        | 0.0016231712385702411 |
| 3.467368504525317  |     M      |    MD     |       0.0111        |      0.3333333333333333      | 0.003703703703703704 |       0.24625935162094761        | 0.0009111596009975062 |
| 3.467368504525317  |     M      |    PLD    |       0.0111        |      0.3333333333333333      |         0.0          |        0.3156691604322527        | 0.001167975893599335  |
| 3.467368504525317  |     S      |    HDM    |       0.0111        |      0.6666666666666666      |         0.0          |        0.1057142857142857        | 0.0007822857142857142 |
| 3.467368504525317  |     S      |    MD     |       0.0111        |      0.6666666666666666      | 0.003703703703703704 |        0.4522077922077922        | 0.0033463376623376626 |
| 3.467368504525317  |     S      |    PLD    |       0.0111        |      0.6666666666666666      |         0.0          |        0.4425974025974026        | 0.003275220779220779  |
| 3.5002575415843395 |     L      |    HDM    |       0.0222        |             0.0              |         0.0          |               0.0                |          0.0          |
| 3.5002575415843395 |     L      |    MD     |       0.0222        |             0.0              |         0.0          |        0.0277569392348087        |          0.0          |
| 3.5002575415843395 |     L      |    PLD    |       0.0222        |             0.0              |         0.0          |        0.9722430607651912        |          0.0          |
| 3.5002575415843395 |     M      |    HDM    |       0.0222        |             0.0              |         0.0          |        0.4386949293433084        |          0.0          |
| 3.5002575415843395 |     M      |    MD     |       0.0222        |             0.0              |         0.0          |       0.24625935162094761        |          0.0          |
| 3.5002575415843395 |     M      |    PLD    |       0.0222        |             0.0              |         0.0          |        0.3156691604322527        |          0.0          |
| 3.5002575415843395 |     S      |    HDM    |       0.0222        |             1.0              |         0.0          |        0.1057142857142857        | 0.0023468571428571427 |
| 3.5002575415843395 |     S      |    MD     |       0.0222        |             1.0              | 0.011111111111111112 |        0.4522077922077922        | 0.010039012987012989  |
| 3.5002575415843395 |     S      |    PLD    |       0.0222        |             1.0              |         0.0          |        0.4425974025974026        | 0.009825662337662338  |
| 4.189207115002722  |     L      |    HDM    |       0.0444        |             0.25             |         0.0          |               0.0                |          0.0          |
| 4.189207115002722  |     L      |    MD     |       0.0444        |             0.25             |         0.0          |        0.0277569392348087        | 0.0003081020255063766 |
| 4.189207115002722  |     L      |    PLD    |       0.0444        |             0.25             | 0.011111111111111112 |        0.9722430607651912        | 0.010791897974493623  |
| 4.189207115002722  |     M      |    HDM    |       0.0444        |             0.5              |         0.0          |        0.4386949293433084        | 0.009739027431421446  |
| 4.189207115002722  |     M      |    MD     |       0.0444        |             0.5              | 0.011111111111111112 |       0.24625935162094761        | 0.005466957605985037  |
| 4.189207115002722  |     M      |    PLD    |       0.0444        |             0.5              |         0.0          |        0.3156691604322527        | 0.0070078553615960095 |
| 4.189207115002722  |     S      |    HDM    |       0.0444        |             0.25             |         0.0          |        0.1057142857142857        | 0.0011734285714285714 |
| 4.189207115002722  |     S      |    MD     |       0.0444        |             0.25             |         0.0          |        0.4522077922077922        | 0.005019506493506494  |
| 4.189207115002722  |     S      |    PLD    |       0.0444        |             0.25             |         0.0          |        0.4425974025974026        | 0.004912831168831169  |
|        4.4         |     L      |    HDM    |       0.0555        |             0.0              |         0.0          |               0.0                |          0.0          |
|        4.4         |     L      |    MD     |       0.0555        |             0.0              |         0.0          |        0.0277569392348087        |          0.0          |
|        4.4         |     L      |    PLD    |       0.0555        |             0.0              |         0.0          |        0.9722430607651912        |          0.0          |
|        4.4         |     M      |    HDM    |       0.0555        |      0.5333333333333333      |         0.0          |        0.4386949293433084        | 0.012985369908561929  |
|        4.4         |     M      |    MD     |       0.0555        |      0.5333333333333333      |         0.0          |       0.24625935162094761        |  0.00728927680798005  |
|        4.4         |     M      |    PLD    |       0.0555        |      0.5333333333333333      | 0.007407407407407408 |        0.3156691604322527        |  0.00934380714879468  |
|        4.4         |     S      |    HDM    |       0.0555        |      0.4666666666666667      |         0.0          |        0.1057142857142857        | 0.0027379999999999995 |
|        4.4         |     S      |    MD     |       0.0555        |      0.4666666666666667      | 0.018518518518518517 |        0.4522077922077922        | 0.011712181818181818  |
|        4.4         |     S      |    PLD    |       0.0555        |      0.4666666666666667      | 0.007407407407407408 |        0.4425974025974026        | 0.011463272727272726  |
|        4.7         |     L      |    HDM    |       0.0037        |             0.0              |         0.0          |               0.0                |          0.0          |
|        4.7         |     L      |    MD     |       0.0037        |             0.0              |         0.0          |        0.0277569392348087        |          0.0          |
|        4.7         |     L      |    PLD    |       0.0037        |             0.0              |         0.0          |        0.9722430607651912        |          0.0          |
|        4.7         |     M      |    HDM    |       0.0037        |             1.0              |         0.0          |        0.4386949293433084        | 0.0016231712385702411 |
|        4.7         |     M      |    MD     |       0.0037        |             1.0              | 0.003703703703703704 |       0.24625935162094761        | 0.0009111596009975062 |
|        4.7         |     M      |    PLD    |       0.0037        |             1.0              |         0.0          |        0.3156691604322527        | 0.001167975893599335  |
|        4.7         |     S      |    HDM    |       0.0037        |             0.0              |         0.0          |        0.1057142857142857        |          0.0          |
|        4.7         |     S      |    MD     |       0.0037        |             0.0              |         0.0          |        0.4522077922077922        |          0.0          |
|        4.7         |     S      |    PLD    |       0.0037        |             0.0              |         0.0          |        0.4425974025974026        |          0.0          |
|        5.0         |     L      |    HDM    |       0.0333        |             0.0              |         0.0          |               0.0                |          0.0          |
|        5.0         |     L      |    MD     |       0.0333        |             0.0              |         0.0          |        0.0277569392348087        |          0.0          |
|        5.0         |     L      |    PLD    |       0.0333        |             0.0              |         0.0          |        0.9722430607651912        |          0.0          |
|        5.0         |     M      |    HDM    |       0.0333        |             1.0              |         0.0          |        0.4386949293433084        |  0.01460854114713217  |
|        5.0         |     M      |    MD     |       0.0333        |             1.0              |         0.0          |       0.24625935162094761        | 0.008200436408977557  |
|        5.0         |     M      |    PLD    |       0.0333        |             1.0              |         0.0          |        0.3156691604322527        | 0.010511783042394016  |
|        5.0         |     S      |    HDM    |       0.0333        |             0.0              |         0.0          |        0.1057142857142857        |          0.0          |
|        5.0         |     S      |    MD     |       0.0333        |             0.0              |         0.0          |        0.4522077922077922        |          0.0          |
|        5.0         |     S      |    PLD    |       0.0333        |             0.0              |         0.0          |        0.4425974025974026        |          0.0          |
|        7.0         |     L      |    HDM    |       0.1148        |             0.0              |         0.0          |               0.0                |          0.0          |
|        7.0         |     L      |    MD     |       0.1148        |             0.0              |         0.0          |        0.0277569392348087        |          0.0          |
|        7.0         |     L      |    PLD    |       0.1148        |             0.0              |         0.0          |        0.9722430607651912        |          0.0          |
|        7.0         |     M      |    HDM    |       0.1148        |     0.09668989547038329      |         0.0          |        0.4386949293433084        | 0.004869513715710723  |
|        7.0         |     M      |    MD     |       0.1148        |     0.09668989547038329      |         0.0          |       0.24625935162094761        | 0.0027334788029925185 |
|        7.0         |     M      |    PLD    |       0.1148        |     0.09668989547038329      | 0.011111111111111112 |        0.3156691604322527        | 0.0035039276807980048 |
|        7.0         |     S      |    HDM    |       0.1148        |      0.9033101045296167      |         0.0          |        0.1057142857142857        | 0.010962571428571427  |
|        7.0         |     S      |    MD     |       0.1148        |      0.9033101045296167      | 0.02962962962962963  |        0.4522077922077922        | 0.046893948051948055  |
|        7.0         |     S      |    PLD    |       0.1148        |      0.9033101045296167      | 0.07407407407407407  |        0.4425974025974026        |  0.04589735064935065  |
|        10.0        |     L      |    HDM    |       0.0037        |             0.0              |         0.0          |               0.0                |          0.0          |
|        10.0        |     L      |    MD     |       0.0037        |             0.0              |         0.0          |        0.0277569392348087        |          0.0          |
|        10.0        |     L      |    PLD    |       0.0037        |             0.0              |         0.0          |        0.9722430607651912        |          0.0          |
|        10.0        |     M      |    HDM    |       0.0037        |             0.0              |         0.0          |        0.4386949293433084        |          0.0          |
|        10.0        |     M      |    MD     |       0.0037        |             0.0              |         0.0          |       0.24625935162094761        |          0.0          |
|        10.0        |     M      |    PLD    |       0.0037        |             0.0              |         0.0          |        0.3156691604322527        |          0.0          |
|        10.0        |     S      |    HDM    |       0.0037        |             1.0              |         0.0          |        0.1057142857142857        | 0.0003911428571428571 |
|        10.0        |     S      |    MD     |       0.0037        |             1.0              | 0.003703703703703704 |        0.4522077922077922        | 0.0016731688311688313 |
|        10.0        |     S      |    PLD    |       0.0037        |             1.0              |         0.0          |        0.4425974025974026        | 0.0016376103896103896 |
|        23.0        |     L      |    HDM    |       0.0444        |             0.0              |         0.0          |               0.0                |          0.0          |
|        23.0        |     L      |    MD     |       0.0444        |             0.0              |         0.0          |        0.0277569392348087        |          0.0          |
|        23.0        |     L      |    PLD    |       0.0444        |             0.0              |         0.0          |        0.9722430607651912        |          0.0          |
|        23.0        |     M      |    HDM    |       0.0444        |             0.25             |         0.0          |        0.4386949293433084        | 0.004869513715710723  |
|        23.0        |     M      |    MD     |       0.0444        |             0.25             |         0.0          |       0.24625935162094761        | 0.0027334788029925185 |
|        23.0        |     M      |    PLD    |       0.0444        |             0.25             | 0.011111111111111112 |        0.3156691604322527        | 0.0035039276807980048 |
|        23.0        |     S      |    HDM    |       0.0444        |             0.75             |         0.0          |        0.1057142857142857        | 0.0035202857142857145 |
|        23.0        |     S      |    MD     |       0.0444        |             0.75             | 0.003703703703703704 |        0.4522077922077922        | 0.015058519480519483  |
|        23.0        |     S      |    PLD    |       0.0444        |             0.75             | 0.02962962962962963  |        0.4425974025974026        | 0.014738493506493509  |
|        50.0        |     L      |    HDM    |       0.0999        |     0.22222222222222224      |         0.0          |               0.0                |          0.0          |
|        50.0        |     L      |    MD     |       0.0999        |     0.22222222222222224      |         0.0          |        0.0277569392348087        | 0.0006162040510127532 |
|        50.0        |     L      |    PLD    |       0.0999        |     0.22222222222222224      | 0.022222222222222223 |        0.9722430607651912        | 0.021583795948987246  |
|        50.0        |     M      |    HDM    |       0.0999        |     0.48148148148148145      |         0.0          |        0.4386949293433084        | 0.021101226101413132  |
|        50.0        |     M      |    MD     |       0.0999        |     0.48148148148148145      | 0.007407407407407408 |       0.24625935162094761        |  0.01184507481296758  |
|        50.0        |     M      |    PLD    |       0.0999        |     0.48148148148148145      | 0.040740740740740744 |        0.3156691604322527        | 0.015183686616791352  |
|        50.0        |     S      |    HDM    |       0.0999        |      0.2962962962962963      |         0.0          |        0.1057142857142857        | 0.003129142857142857  |
|        50.0        |     S      |    MD     |       0.0999        |      0.2962962962962963      | 0.007407407407407408 |        0.4522077922077922        | 0.013385350649350649  |
|        50.0        |     S      |    PLD    |       0.0999        |      0.2962962962962963      | 0.018518518518518517 |        0.4425974025974026        | 0.013100883116883117  |
+--------------------+------------+-----------+---------------------+------------------------------+----------------------+----------------------------------+-----------------------+
2025-06-26 12:13:03,925 - 
+--------------------+------------+-----------+---------------------+------------------------------+----------------------+----------------------------------+-----------------------+
|     frr_value      | size_value | pdi_value | prob. marginale_frr | p_condizionata_size_dato_frr |      p_empirica      | p_condizionata_pdi_dato_size_frr |  prob. fattorizzata   |
+--------------------+------------+-----------+---------------------+------------------------------+----------------------+----------------------------------+-----------------------+
|        1.0         |     L      |    HDM    |       0.0666        |     0.16666666666666666      |         0.0          |               0.0                |          0.0          |
|        1.0         |     L      |    MD     |       0.0666        |     0.16666666666666666      |         0.0          |        0.0277569392348087        | 0.0003081020255063766 |
|        1.0         |     L      |    PLD    |       0.0666        |     0.16666666666666666      | 0.011111111111111112 |        0.9722430607651912        | 0.010791897974493623  |
|        1.0         |     M      |    HDM    |       0.0666        |      0.7222222222222221      |         0.0          |        0.4386949293433084        | 0.021101226101413132  |
|        1.0         |     M      |    MD     |       0.0666        |      0.7222222222222221      | 0.011111111111111112 |       0.24625935162094761        |  0.01184507481296758  |
|        1.0         |     M      |    PLD    |       0.0666        |      0.7222222222222221      | 0.022222222222222223 |        0.3156691604322527        | 0.015183686616791352  |
|        1.0         |     S      |    HDM    |       0.0666        |      0.1111111111111111      |         0.0          |        0.1057142857142857        | 0.0007822857142857142 |
|        1.0         |     S      |    MD     |       0.0666        |      0.1111111111111111      | 0.007407407407407408 |        0.4522077922077922        | 0.0033463376623376626 |
|        1.0         |     S      |    PLD    |       0.0666        |      0.1111111111111111      |         0.0          |        0.4425974025974026        | 0.003275220779220779  |
|        1.6         |     L      |    HDM    |       0.0444        |     0.41666666666666663      |         0.0          |               0.0                |          0.0          |
|        1.6         |     L      |    MD     |       0.0444        |     0.41666666666666663      | 0.003703703703703704 |        0.0277569392348087        | 0.000513503375843961  |
|        1.6         |     L      |    PLD    |       0.0444        |     0.41666666666666663      | 0.014814814814814815 |        0.9722430607651912        | 0.017986496624156037  |
|        1.6         |     M      |    HDM    |       0.0444        |             0.5              |         0.0          |        0.4386949293433084        | 0.009739027431421446  |
|        1.6         |     M      |    MD     |       0.0444        |             0.5              | 0.011111111111111112 |       0.24625935162094761        | 0.005466957605985037  |
|        1.6         |     M      |    PLD    |       0.0444        |             0.5              | 0.011111111111111112 |        0.3156691604322527        | 0.0070078553615960095 |
|        1.6         |     S      |    HDM    |       0.0444        |     0.08333333333333333      |         0.0          |        0.1057142857142857        | 0.0003911428571428571 |
|        1.6         |     S      |    MD     |       0.0444        |     0.08333333333333333      | 0.003703703703703704 |        0.4522077922077922        | 0.0016731688311688313 |
|        1.6         |     S      |    PLD    |       0.0444        |     0.08333333333333333      |         0.0          |        0.4425974025974026        | 0.0016376103896103896 |
|       1.727        |     L      |    HDM    |       0.0111        |             0.0              |         0.0          |               0.0                |          0.0          |
|       1.727        |     L      |    MD     |       0.0111        |             0.0              |         0.0          |        0.0277569392348087        |          0.0          |
|       1.727        |     L      |    PLD    |       0.0111        |             0.0              |         0.0          |        0.9722430607651912        |          0.0          |
|       1.727        |     M      |    HDM    |       0.0111        |             0.0              |         0.0          |        0.4386949293433084        |          0.0          |
|       1.727        |     M      |    MD     |       0.0111        |             0.0              |         0.0          |       0.24625935162094761        |          0.0          |
|       1.727        |     M      |    PLD    |       0.0111        |             0.0              |         0.0          |        0.3156691604322527        |          0.0          |
|       1.727        |     S      |    HDM    |       0.0111        |             1.0              |         0.0          |        0.1057142857142857        | 0.0011734285714285714 |
|       1.727        |     S      |    MD     |       0.0111        |             1.0              | 0.011111111111111112 |        0.4522077922077922        | 0.005019506493506494  |
|       1.727        |     S      |    PLD    |       0.0111        |             1.0              |         0.0          |        0.4425974025974026        | 0.004912831168831169  |
| 1.8107928849972788 |     L      |    HDM    |        0.037        |             0.4              |         0.0          |               0.0                |          0.0          |
| 1.8107928849972788 |     L      |    MD     |        0.037        |             0.4              |         0.0          |        0.0277569392348087        | 0.0004108027006751688 |
| 1.8107928849972788 |     L      |    PLD    |        0.037        |             0.4              | 0.014814814814814815 |        0.9722430607651912        |  0.01438919729932483  |
| 1.8107928849972788 |     M      |    HDM    |        0.037        |      0.6000000000000001      |         0.0          |        0.4386949293433084        | 0.009739027431421446  |
| 1.8107928849972788 |     M      |    MD     |        0.037        |      0.6000000000000001      |         0.0          |       0.24625935162094761        | 0.005466957605985037  |
| 1.8107928849972788 |     M      |    PLD    |        0.037        |      0.6000000000000001      |         0.0          |        0.3156691604322527        | 0.0070078553615960095 |
| 1.8107928849972788 |     S      |    HDM    |        0.037        |             0.0              |         0.0          |        0.1057142857142857        |          0.0          |
| 1.8107928849972788 |     S      |    MD     |        0.037        |             0.0              |         0.0          |        0.4522077922077922        |          0.0          |
| 1.8107928849972788 |     S      |    PLD    |        0.037        |             0.0              |         0.0          |        0.4425974025974026        |          0.0          |
|        2.0         |     L      |    HDM    |       0.0444        |             0.0              |         0.0          |               0.0                |          0.0          |
|        2.0         |     L      |    MD     |       0.0444        |             0.0              |         0.0          |        0.0277569392348087        |          0.0          |
|        2.0         |     L      |    PLD    |       0.0444        |             0.0              |         0.0          |        0.9722430607651912        |          0.0          |
|        2.0         |     M      |    HDM    |       0.0444        |     0.16666666666666666      |         0.0          |        0.4386949293433084        | 0.0032463424771404822 |
|        2.0         |     M      |    MD     |       0.0444        |     0.16666666666666666      |         0.0          |       0.24625935162094761        | 0.0018223192019950125 |
|        2.0         |     M      |    PLD    |       0.0444        |     0.16666666666666666      | 0.007407407407407408 |        0.3156691604322527        |  0.00233595178719867  |
|        2.0         |     S      |    HDM    |       0.0444        |      0.8333333333333333      |         0.0          |        0.1057142857142857        | 0.003911428571428571  |
|        2.0         |     S      |    MD     |       0.0444        |      0.8333333333333333      | 0.022222222222222223 |        0.4522077922077922        | 0.016731688311688312  |
|        2.0         |     S      |    PLD    |       0.0444        |      0.8333333333333333      | 0.014814814814814815 |        0.4425974025974026        | 0.016376103896103895  |
|        3.0         |     L      |    HDM    |        0.363        |     0.15316804407713497      |         0.0          |               0.0                |          0.0          |
|        3.0         |     L      |    MD     |        0.363        |     0.15316804407713497      |         0.0          |        0.0277569392348087        | 0.0015432858214553635 |
|        3.0         |     L      |    PLD    |        0.363        |     0.15316804407713497      | 0.05555555555555555  |        0.9722430607651912        |  0.05405671417854462  |
|        3.0         |     M      |    HDM    |        0.363        |      0.6019283746556474      |         0.0          |        0.4386949293433084        |  0.09585484206151289  |
|        3.0         |     M      |    MD     |        0.363        |      0.6019283746556474      | 0.07037037037037037  |       0.24625935162094761        |  0.05380766832917706  |
|        3.0         |     M      |    PLD    |        0.363        |      0.6019283746556474      | 0.040740740740740744 |        0.3156691604322527        |  0.06897371155444722  |
